00:50:56:C0:00:01;192.168.173.6;precisionworkstation;1596056182
00:50:56:C0:00:08;192.168.173.7;precisionworkstation;1597157960
3C:F0:11:22:2A:27;192.168.1.200;DESKTOP-29F72RR;1597159080
00:50:56:C0:00:01;192.168.16.1;precisionworkstation;1597166301
